COMMENT_ID,TARGET,CONTENT,TENSION_CATEGORY,SUMMARY,LABEL,UMAP_1,UMAP_2,SUBCATEGORY,SUBCAT_DESC
1551,Financial & legal assistance,"We need transparency and accountability from insurance companies, as well as from oil and gas companies. Insurance claims need to be met. Politicians must stand up to extractive capitalism. Yet we also do need to recognise that disasters are going to increase in number and scale. Life is uncertain and responsibility and accountability start with individuals. There is no magic bullet, just a hundred and one acts of daily accountability and learning to do more with less. Asking for specific ideas is great and thank you for doing so, yet what we are faced with is changing mindsets and learning to address our issues systemically. Corporations AND their shareholders need to stop driving the 'growth and increasing profits are forever' mentality.",Public v Private,Insurance companies and corporations must be held accountable and stop driving the 'growth and profits forever' mentality.,Private Sector Blame,3.767895222,9.409745216,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1455,Economic recovery & small business support,Where are the fundraising dollars going? We have received a minimal amount of $ . Are the dollars being vetted?,Financial Aid Distribution,Received minimal funds,Unequal Distribution Concerns,3.767686605,6.862271309,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
285,Debris removal & environmental recovery,"Comprehensive testing of the soil in and near the burn zones is essential. The state needs to coordinate and pay for this. This impacts those of us who have houses standing as well as those who want to rebuild. We want to ensure that we aren't living in a hazmat site, and without testing, we won't know for sure. Failure to test and remediate properly now will have terrible health impacts later, and will also have negative impacts on our property values.",Build Faster v. Build Better,Soil testing is essential to ensure we're not living in a hazmat site and to prevent future health impacts and property value loss.,Prioritize Safety Measures,3.763709068,6.723183155,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1296,Debris removal & environmental recovery,"1.  Requirement for confirmation sampling after debris removal; 
2. City of LA DBS to apply existing residential standards of soil condition as a prerequisite of issuing building permits in the burn zone.",Build Faster v. Build Better,"Here is the extracted and re-written comment in 25 words or less, along with a 3-word label: 

""City should apply existing residential soil standards before issuing building permits.""",Build Back,3.756916285,6.793266296,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1067,Housing & rebuilding,"Access needs to be improved to these neighborhoods, a bus that comes every hour is not helpful if people want to evacuate if they do not have a vehicle. BBB and Metro bus services being increased to a minimum of every 10-15 minutes can greatly improve access and lower the risk of gridlock during evacuations.",Density v. Safety,Increased bus frequency to every 10-15 minutes can improve evacuation access and reduce gridlock risk,More Infrastructure Needed,3.736667156,3.635112762,Oppose Dense Development ," Comments express strong concerns about inadequate evacuation infrastructure and safety risks of increasing density in fire-prone areas, particularly criticizing current development patterns and emergency response systems."
1710,Economic recovery & small business support,"To help retain the local residents that were impacted/ future residents that are near fire risk areas, economic development/ workforce development will be essential. If grants are provided, it may be helpful to include local higher education institutions (community colleges, cal states, UCs), to make it more inclusive and a learning opportunity (volunteering/ college internship credit, college corps).",Financial Aid Distribution,Including local higher education institutions in grant distribution can make it more inclusive and a learning opportunity,Prioritizing Inclusive Aid,3.729981661,8.333932877,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
685,Debris removal & environmental recovery,"Debris removal, absolutely.  habitat restoration, that can wait.  Take care of the immediate needs first.",Build Faster v. Build Better,Take care of immediate needs first,Rebuild Quickly Now,3.728396654,6.104043007,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1073,Debris removal & environmental recovery,"Debris removal is going pretty quickly between private contractors and the ACE's federal efforts.  Soil and Water quality plus open space and habitat restoration are efforts where community members and local universities will jump (or are already jumping!) at the chance to be involved, so as to save the county having to hire more staff to handle it all and instead our tax dollars can remain focused on upping the budget for outsourcing of the permitting process.",Build Faster v. Build Better,"Debris removal is quick, but community involvement in restoration efforts can ensure better outcomes and more efficient use of tax dollars.",Build Back Better,3.727687359,6.039759159,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1560,Economic recovery & small business support,Be sure all monies being distributed are not being scammed or stolen by those who are not eligible or impersonating those who do.  Slow it down and coordinate with all the other money coming in and make sure it gets to the right people.   Stop hiring big firms that are somehow supposed to help but are just another layer of bureaucracy and waste of money.,Financial Aid Distribution,"""Ensure funds aren't scammed or stolen, coordinate with other aid, and stop hiring big firms that add bureaucratic layers.""","""Prioritize Direct Aid""",3.717937708,6.345033169,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
1350,Prioritize recovery themes,"Do NOT skip CEQA or EIRs, we are still THE biggest urban oil field in the nation and had the biggest urban wildfire in history, not testing the soil and ensuring there are no remnants of toxic oil chemicals is very important. No one deserves to live on top of toxic land.",Build Faster v. Build Better,"Don't skip EIRs, ensuring no toxic remnants is crucial",Rebuild with Caution,3.703248262,6.682777405,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1435,Economic recovery & small business support,"The City does not have money to give out and is terrible at managing large-scale projects. Before creating a new spending program, focus on cutting the egregious waste that led to our billion-dollar deficit. Let charitable Angelenos and the community charities we support care for people who need help.",Financial Aid Distribution,"City should cut waste before creating new spending programs, let charities care for those in need",Prioritize Charity Funding,3.699810505,6.63249445,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
628,Infrastructure & utilities restoration,Obviously underground electric is of major importance. The others would be nice but not a necessity to repopulating the area. Soil test should also be done on each property. I don't want to eat fruit and vegetables grown in contaminated soil.,Build Faster v. Build Better,"Underground electric is major importance, soil tests should be done on each property to avoid contaminated soil",Build Back Better,3.698266983,6.703449249,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1148,Debris removal & environmental recovery,"Although the EPA came by my house already and cleaned up the army Corp has been by the house multiple times but haven't started in their cleanup. I realize there are 15,000 structures needing cleanup but I think more contractors should be brought in to assist.  As far as habitat restoration as critical as that is, getting the houses restored I think should be a higher priority. Restoring water should also be a very high priority.",Build Faster v. Build Better,"Restoring houses should be a higher priority than habitat restoration, though both are important.",Rebuild Quickly First,3.696815729,6.070141315,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
683,Debris removal & environmental recovery,"Soil of all properties must be remediated and tested afterward.  This includes both soil of properties with standing structures and the entirety of properties with destroyed structures, not just within the ash footprint.  Also, people should be strongly encouraged to remove toxic substances, such as lead and asbestos, from their homes and properties rather than encapsulating them.  If they are merely encapsulated, these substances will become part of the toxic aftermath of the next fire...and there will be more fires.",Build Faster v. Build Better,Soil must be remediated and toxic substances removed from properties to prevent future toxic aftermath.,Build Back Better,3.695061207,6.723408222,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
589,Emotional & mental health support ,There are hundreds of charities in the state that support this. There is a shortage of funding for those charities. There is also a shortage of people availing themselves to the services.,Financial Aid Distribution,Charities lack funding and people aren't using available services.,Insufficient Aid Distribution,3.68224144,6.786867142,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
1570,Debris removal & environmental recovery,"The removal of potentially toxic and hazardous waste is a huge undertaking, and may be beyond what local government can do on their own.  It is also an opportunity to look at the balance of open space and building, and to restore at least some of the habitat that has been taking over by human.  Again, opportunity to build better.",Build Faster v. Build Better,Removal is an opportunity to restore habitat taken over by humans and build better.,Build Back Better,3.663386345,6.162491322,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1354,Debris removal & environmental recovery,Toxics removal is very important for long-term community health.  We need to understand what sort of toxic were produced by the fire and not be in such a rush to rebuild that we create long-term problems in the process.,Build Faster v. Build Better,Toxics removal is crucial for long-term health; don't rush rebuild,Prioritize Long-term Safety,3.661566496,6.542368889,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1509,Financial & legal assistance,"I am middle class. I’ll pour every cent into this rebuild, but I’m still not sure I can pull it off and I’m not sure I’m going to qualify for any help. Can you please keep that in mind? SEND GRANTS, PLEASE! I’ll follow every fire hardening guideline I can afford.",Financial Aid Distribution,"I'm not sure I'll qualify for help despite pouring every cent into the rebuild, so send grants!",Prioritize Middle Class,3.651823044,9.229210854,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
1169,Wildfire prevention prioritization & accountability,Insurance companies are not going to insure anyone in the Palisades if there is not an explanation for the 1.7.25 failure to address the fire.,Public v Private,Insurance companies won't insure Palisades residents without explanation for failure to address fire risk.,Private Company Blame,3.635741711,8.184277534,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1261,Debris removal & environmental recovery,"Attention to contaminants should be a priority for the county's environmental health department. Not left up to individual homeowners. The long-term consequences are a community concern. Funding should exist for remediation if needed. Partnerships with research institutions. Programs to make whole house water purification systems cost effective. If building density increases to fill housing needs, standards for open space on lots. The county or city could buy lots put on the market to create publicly-owned green space.",Build Faster v. Build Better,County should prioritize environmental health and implement resilience measures like whole-house water purification and open space standards.,Build Back Better,3.611873865,6.225549221,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
552,Economic recovery & small business support,We need better equitable contracting practices to ensure that the tax payer funds use for services actually have outcomes that benefit our community.,Financial Aid Distribution,Taxpayer funds should be used for services with outcomes benefiting the community,Prioritize Community Benefit,3.604771137,6.409914017,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
565,Economic recovery & small business support,There should be more grants and employment opportunities for people who have been displaced and lost jobs. We are struggling and no one seems to care. The state seems to have moved on.,Financial Aid Distribution,More grants and employment opportunities are needed for displaced individuals who lost jobs; the state seems to have moved on.,Prioritize Direct Aid,3.602322817,7.491425514,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
1158,Debris removal & environmental recovery,There should not be so many road blocks for a tax paying citizen that has lost EVERYTHING to remove the toxic ash from their property!! Why is the city sitting on so many ROE firms and denying permits for private companies??,Build Faster v. Build Better,Tax-paying citizens who lost everything struggle with roadblocks and denied permits to remove toxic ash; city's slow process hinders recovery.,Slow Over Safety,3.595971823,6.193676949,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
526,Financial & legal assistance,"If I rebuild, I want a guarantee I can acquire the necessary fire insurance to cover my loss.",Public v Private,"""I need insurance guarantee when rebuilding""","""Private Sector Fails""",3.594431162,8.128020287,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1615,Debris removal & environmental recovery,"All debris must be cleared from all properties. It can be done privately but if anyone refuses or abandons their lot it must be removed even if a lean must be implemented against the owner and property. We can't have toxic waste that's both dangerous and unsightly to remain. Also, all the utilities must be buried underground. MUST. No exceptions.",Build Faster v. Build Better,Debris must be cleared and utilities buried underground with no exceptions,Build Back Better,3.588192463,6.535878181,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
1325,Financial & legal assistance,"We need to make sure whatever policies we have are consistent and reliable, somehow able to withstand changes in administrations or market conditions.",Public v Private,Policies should be consistent and reliable across administrations and market conditions.,Public Over Private,3.580892801,9.785417557,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1071,Debris removal & environmental recovery,"This is a critical role of government but it needs to be done in a way that ensures safety and safe removal of toxic debris. This also needs to be done in a way that treats all communities equitably (not wealthy neighborhoods first), and with an environmental justice lens",Build Faster v. Build Better,"Rebuild with environmental justice lens and equitable treatment, not prioritizing wealthy neighborhoods",Build Back Better,3.574843884,6.290938377,Prioritize Toxic Testing ," Residents strongly advocate for thorough soil and environmental testing before rebuilding, emphasizing the critical need to identify and remediate toxic contamination from the fires to protect long-term community health and property values."
664,Emergency planning & community safety,"In addition to the clear failures in both fires, both locations, for notifications, I personally watched an area of Hollywood evacuated by emergency alert, then watched as approximately 10,000 cars all attempted to exit out of the area at exactly the same time; leading to some being stuck in their garages up to 2 hours after the initial evacuation notice went out, because of the massive log-jam of traffic. This was a complete failure in terms of communication/notification.  There was NO traffic control in advance of this notification which should have been required before sending it, especially for a high-density area.  There's no identified evacuation routes for these types of situations.",Density v. Safety,"Evacuations were hindered by 10,000 cars exiting at once, causing log-jams and trapping people in garages",Overwhelming Evacuation Routes,3.571601629,3.825160503,Oppose Dense Development ," Comments express strong concerns about inadequate evacuation infrastructure and safety risks of increasing density in fire-prone areas, particularly criticizing current development patterns and emergency response systems."
1662,Prioritize recovery themes,"Insurance companies make their money on being able to predict risk. I think if an insurer says it's too risky to live somewhere, we should listen.",Public v Private,Private insurers should assess risk and we should heed their warnings about living in high-risk areas.,Private Sector Leads,3.563839674,8.424714088,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1034,Financial & legal assistance,"The insurance companies have experts whose job it is to figure out where the fire risk is. I guess they knew something was coming, even if they didn't know where.",Public v Private,Insurance companies have experts assessing fire risk.,Private Sector Expertise,3.536631346,8.091035843,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1381,Financial & legal assistance,"Insurance is a key lever that needs to be addressed here, in service to the whole of the economy.  Insurance providers have known for DECADES about the risks they face with respect to climate, and as an industry, they have not acted with enough innovative approaches to changing incentives for more regenerative decisions.  They have not faced the truth of what is facing all of us with respect to climate risk, and they are brittle and wholly unprepared from a business model perspective to respond to the realities of what they are facing.  We need to redesign business models, incentives, and policies to face the realities of the calamities that we are facing as a community.  There is only going to be more of the same in the future.",Public v Private,Insurance providers have not acted with enough innovative approaches to changing incentives for more regenerative decisions,Private Sector Failure,3.483381748,9.625408173,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
777,Financial & legal assistance,"Insurance companies should be held responsible for paying the claims on the policies that they willingly sold to residents in the affected areas.  But we also have to acknowledge that they are beholden to their shareholders and will non-renew or exit CA if they can't make a profit.

It could help to require insurance companies to offer incentives for more fire-resistant construction.  Loosening regulations on the insurance industry is something I'm hesitant to support, but if insurance rates are determined by market forces and not a government commission, it could lead to more companies entering the market which would keep prices in check.  Rates will still be higher, but CA rates are lower than many other states with lower disaster risk.",Public v Private,"Insurance companies should be held responsible for paying claims on policies sold, but may exit CA if they can't make a profit.",Private Sector Limitations,3.476213932,8.98190403,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
267,Economic recovery & small business support,Money should be going straight to the people affected by the fires and those in the city that are already housing insecure. Not to small businesses or non-profit middlemen that sap funding for their own gain. Funds should be used to build new affordable housing and fund direct relief to low-income/migrant families. Without affordable and safe housing and stable finances people do not have a chance to obtain employment or start their own businesses.,Financial Aid Distribution,"""Funds should go directly to people affected by fires and housing insecure individuals, not middlemen, for affordable housing and direct relief.""",Prioritize Direct Aid,3.470584154,7.673075199,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
1519,Financial & legal assistance,"Regarding insurance claims and premiums, no one should have any issues at all with insurance claims. Insurance companies should be lowering cost and premiums vs. raising them. When it's a known fact that insurance companies have more money than banks and are collecting around the clock; I find it hard to believe that they are somehow living paycheck to paycheck. Besides, this is the business they chose. If insurance companies want to raise cost, they should be required to provide something more like free legal assistance for tenants and undocumented immigrants. 

New requirements before permitting building of homes and buildings, fire prevention methods and materials required before issuing any permits. City, County, and State level.",Public v Private,"Insurance companies should lower costs and premiums, not raise them, and provide free legal assistance to vulnerable populations.",Private Sector Accountability,3.470191479,8.877593994,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
974,Economic recovery & small business support,Provide grants to help people fire harden their homes for those who can't afford it to reduce the chances and severity of future fires,Financial Aid Distribution,Provide grants to help those who can't afford to fire harden their homes,Targeted Financial Aid,3.441335917,8.366099358,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
653,Economic recovery & small business support,"Individuals and businesses both need grants to support their transition.  After seeing how larger NGO's have managed these funds in the past, I've little to no support for them.  Both the city and the county should have an established list of people and businesses affected by the fires, and should be able to directly reach out to them for that effort.  If not, then that's a failure on their part.  Families and individuals both need businesses in the area to restart their lives, just as businesses needs them.",Financial Aid Distribution,"City/county should directly distribute funds to affected individuals/businesses, bypassing larger NGOs due to past mismanagement",Direct Government Control,3.424786091,7.720553398,Aid For Underinsured Residents ," Financial assistance and streamlined support systems are urgently needed for underinsured and uninsured residents affected by wildfires, with particular focus on helping them navigate complex insurance claims, rebuild under new codes, and bridge coverage gaps while preventing displacement."
1033,Financial & legal assistance,That would be the insurance market telling you that the place you're living is dangerous and likely to burn down again. You're right that we should be able to find out before trying to rebuild.,Public v Private,"Insurance market dictates danger, should be known before rebuilding",Private Sector Accountability,3.419271708,8.115036011,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
986,Financial & legal assistance,Ensure existing homeowners near affected areas won’t have their insurance skyrocket when their renewals come due.,Public v Private,Homeowners near affected areas shouldn't face skyrocketing insurance costs at renewal.,Private Sector Accountability,3.37610364,9.019421577,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1629,Prioritize recovery themes,We need a solid framework for future homeowners insurance in the area that we can plan toward.,Public v Private,We need a framework for future homeowners insurance.,Public Entity Responsibility,3.337195635,9.596199036,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
539,Financial & legal assistance,"Insurance companies had been moving out of this market, cancelling policies and raising the cost of premiums to the point of being unaffordable.

Rebuilding with fire, earthquake and storm resistant materials along with structure strengthening measures should be promoted as one way to help reduce insurance costs.",Public v Private,Insurance companies are raising premiums to unaffordable levels.,Private Sector Failure,3.332241058,8.742836952,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1633,Financial & legal assistance,There is currently a grant for adu prebuilding costs - expand this program.,Financial Aid Distribution,Expand grant program for prebuilding costs,Prioritize Vulnerable Populations,3.309803247,8.126661301,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
687,Financial & legal assistance,"De-regulate, regarding insurance the insurance commissioner needs to meet with Ins companies, reinsurers, city/state/federal officials to propose a plan where residents are able to obtain proper coverage at a reasonable price and insurers/reinsurers are able to make a reasonable profit.  Insurance companies should be required to offer renewals. Insurance is one of the oldest businesses in existence, it has worked well for 100’s of years.  Adjustment obviously need to be made",Public v Private,Insurance companies should be required to offer renewals at reasonable prices while making a reasonable profit.,Private Sector Responsibility,3.275740147,8.864854813,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1475,Housing & rebuilding,"People need places to live, but I don't think it should be in high-risk fire zones if we can help it. Pay the people who lost their homes, but rebuild high-density housing in urban areas.",Density v. Safety,Rebuild in urban areas with high-density housing,Prioritize Safety First,3.26958251,6.555035591,Against High-Risk Zone Development ," Comments oppose rebuilding or increasing housing density in fire-prone areas, instead advocating for development in safer urban zones and suggesting alternative land uses like parks in high-risk areas."
1372,Prioritize recovery themes,More regulation of insurance and insurance companies. Too many people can no longer afford it,Public v Private,Insurance companies should be regulated more to make insurance affordable again,Private Sector Blame,3.250123262,8.674403191,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1009,Infrastructure & utilities restoration,"Let's make sure that everyone has awesome, effective infrastructure. I don't want my friends in Altadena to get stiffed in favor of a better recovery for the wealthier community in the Palisades, and I don't want one part of Altadena to get better support than another. Equity sounds like a fine term for what I'm asking for.",Financial Aid Distribution,"Ensure equal support for all communities, regardless of wealth or location.",Prioritize Equal Distribution,3.241758823,9.952129364,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
1146,Economic recovery & small business support,Supporting local businesses should   be a very high priority. With restricted traffic and homeowners evacuation it will be extremely difficult for local businesses to continue to operate profitably. I worked from my home and lost everything in the fire. IT has proven very difficult trying to operate my business without my tools of office files. Grants have helped but it hasn't been enough.  I see millions of dollars being raised for fire relief but it hasn't really helped us so far.,Financial Aid Distribution,"Local businesses struggle without tools and files, grants insufficient",Insufficient Direct Aid,3.213931799,7.832149506,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
1198,Financial & legal assistance,"Homes that survived the fires, but with smoke damage, fall into this gray area for $ coverage from insurance. There is no enforcement arm from the Department of Insurance to make carriers do anything. We have little guidance on knowing when it is safe to return to our homes or our neighborhood. Dept. of Health seems to be the only agency addressing this but again, no enforcement pathway from them to the insurance carriers who more or less want us back in our homes as soon as possible.",Public v Private,Insurance companies want us back in homes asap with little guidance from Dept of Insurance or Health on safety,Private Sector Priority,3.201363325,8.105255127,Insurance Reform Needed ," California's insurance system is failing homeowners affected by wildfires, with companies leaving the market, claims being denied, and policies becoming unaffordable or unavailable, requiring a complete overhaul of the state's insurance regulations and marketplace structure."
1008,Infrastructure & utilities restoration,"I'm happy to chip in my share of taxes towards rebuilding, especially in Altadena where the residents are not nearly as rich as in the Palisades. But the lion's share of the costs need to be paid by the people who want to live in these dangerous fire zones.",Financial Aid Distribution,Residents in high-risk fire zones should bear the lion's share of rebuilding costs.,Wealthy Areas Pay,3.18588829,9.818134308,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
822,Financial & legal assistance,"The plain fact is that NO ONE can afford this. Altadena residents who lost their homes need money, we need grants marked for individuals and families, not agencies/charities (where the donated funds go God knows where). We can't do this alone. My family is in a relatively privileged position where we had insurance and did not lose our jobs, but we don't know if we will be able to afford to rebuild. If we can't afford it, who can? What will our town be if it's just turned over to deep pocketed developers? We need help, and direct financial assistance to residents is the only way to preserve this town.",Financial Aid Distribution,"We need direct financial assistance to residents, not agencies/charities, to preserve the town and prevent deep-pocketed developers from taking over",Prioritize Individual Aid,3.121021271,10.056377411,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
610,Financial & legal assistance,"Insurance is difficult to navigate and because it is a business, companies are doing everything they can to not pay out on claims. People who lost homes and were underinsured need assistance to close those financial gaps beyond additional loans. People need cash in hand to help with rebuilding. We saw the government response to supporting businesses during COVID with PLP loans that were forgiven. The people of Altadena need a similar benefit.",Financial Aid Distribution,"People need cash assistance to rebuild homes lost in the fire, beyond loans.",Government Direct Aid,3.119645357,10.353304863,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
1255,Debris removal & environmental recovery,Make testing affordable to those Altadenans who have lost everything.,Financial Aid Distribution,Make testing affordable for Altadenans who lost everything,Prioritize Most Needy,3.112756968,10.328744888,Support Local Business Recovery ," Small and local businesses impacted by LA wildfires need immediate financial assistance through accessible grants, tax relief, and low-interest loans to prevent closures and maintain community character while avoiding exploitation by large corporations or speculators."
914,Climate & community resilience,"We know from scientific experts that the buildings were the fuel for the fire NOT the trees and bushes. Create pocket parks on lots that homeowners wish to sell. These parks will provide fuel breaks for future fires and also enhance the neighborhoods. 
Plant oak trees!! Oaks catch flying embers and can protect structures.
Do NOT add housing density to this area. It is a high fire zone and cannot carry the density nor can the infrastructure.",Density v. Safety,Do not add housing density to this high fire zone as it strains infrastructure and worsens fire danger,Oppose Increased Density,3.104584694,6.726095676,Against High-Risk Zone Development ," Comments oppose rebuilding or increasing housing density in fire-prone areas, instead advocating for development in safer urban zones and suggesting alternative land uses like parks in high-risk areas."
