COMMENT_ID,TARGET,CONTENT,TENSION_CATEGORY,LLM_SUMMARY,LABEL,UMAP_1,UMAP_2,SUBCATEGORY
1466,Infrastructure & utilities restoration,"Yes, more bike lanes and pedestrian infrastructure could act as a natural fire break.",Build Faster v. Build Better,We should add bike lanes and pedestrian paths during rebuilding - they can serve as firebreaks.,build back better,15.689053535,6.854133129,None
1640,Infrastructure & utilities restoration,MUST have underground power lines!  Its 2025 for goodness sakes.  The water systems are also archaic and are long overdue for an overhaul,Build Faster v. Build Better,"Underground power lines and updated water systems are essential improvements needed, not just quick fixes to rebuild the same way.",build back better,3.299271584,5.370730877,Support Underground Power Lines
1639,Housing & rebuilding,Allow people to do what they need to do to rebuild.  EVERYONE is going to have a significant shortfall when it comes to rebuilding.  Clear the way so there are less hurdles,Build Faster v. Build Better,Let people rebuild quickly with fewer restrictions - everyone already faces financial shortfalls and obstacles.,build back faster,10.93848896,1.496328592,Reduce Government Rebuilding Barriers
1592,Housing & rebuilding,Expedited permitting time and the cost of permits for rebuilds should be waived - these rebuilds are not being done by choice but by necessity and a result of government not being prepared and letting an entire community burn to the ground overnight.,Build Faster v. Build Better,Permits for rebuilds should be fast-tracked and free since residents didn't choose this situation - they're forced to rebuild due to government unpreparedness.,build back faster,9.345898628,3.3742342,Reduce Government Rebuilding Barriers
1403,Prioritize recovery themes,Stop building in all fire-prone areas!,Build Faster v. Build Better,Stop building in fire-prone areas!,stop all rebuilding,16.452676773,4.473260403,Support Fire Safe Rebuilding Requirements
1355,Housing & rebuilding,"County or city building processes have to be streamlined and charges kept manageable
For people
To recover successfully.  Plans and permits can’t be mired in municipal offices for undue amounts of time.",Build Faster v. Build Better,Building permits and processes must be streamlined and affordable so people can rebuild quickly without getting stuck in bureaucratic delays.,build back faster,10.065443039,2.888198614,Reduce Government Rebuilding Barriers
1444,Financial & legal assistance,Underinsured homeowners can't afford the new code requirements.  Grants and tax relief should be provided to ease that burden.,Build Faster v. Build Better,Rebuilding to new safety codes is too expensive for underinsured homeowners. Financial assistance is needed to help meet requirements.,build back faster,11.797151566,4.312764645,None
1383,Climate & community resilience,"There should be zoning, codes, permitting and other policies that limit or eliminate building in fire-prone areas unless customers are willing to pay for the materials to be fire resilient and willing to forego the protection from standard services in the case of an emergency.",Build Faster v. Build Better,Building in fire-prone areas should require fire-resilient materials and acceptance that emergency services may not protect you during disasters.,limit risky rebuilding,15.99286747,4.48216486,Support Fire Safe Rebuilding Requirements
1367,Debris removal & environmental recovery,Coordination with home owners. Require soil testing,Build Faster v. Build Better,Soil testing should be required before rebuilding homes.,build back better,5.238112926,3.170788765,Mandatory Soil Testing Before Rebuilding
1393,Infrastructure & utilities restoration,Provide more transparent plans for future of undergrounding and locations as that will influence plans.,Build Faster v. Build Better,"Need clear communication about underground utility plans before rebuilding, as this affects future development decisions.",build back better,2.837528706,5.59019804,Support Underground Power Lines
1416,Infrastructure & utilities restoration,Local residential electric lines should never have been above ground.  They should have been below ground from the start.  The literature on this is 50 years old.,Build Faster v. Build Better,"Underground power lines are safer, but we knew this fifty years ago and still haven't made the change.",build back better,2.36418438,7.193604469,Support Underground Power Lines
1433,Housing & rebuilding,"All housing rebuilds and new developments in rebuilding areas should be reviewed ministerially and expedited so that permits can be issued within 30-60 days. This should apply to any housing project meeting current building and zoning codes and, of course, to actual rebuild projects. The Mayor and Governor's arbitrary 110% footprint and height requirement only punishes people who need to rebuild their homes or businesses by not allowing them to build what would be allowed for anyone else in the City.",Build Faster v. Build Better,"We need faster permit approvals for rebuilds, not arbitrary restrictions. Current rules punish fire victims by limiting what they can build compared to others.",build back faster,10.694078445,2.433776617,Reduce Government Rebuilding Barriers
1428,Infrastructure & utilities restoration,"Ensure rebuilt infrastructure is climate resilient, including underground power lines, upgrading to support full electrification of buildings and battery storage, and micrograms. Make transportation infrastructure prioritize active forms of mobility like walking, cycling and public transit. Utilize green and natural infrastructure that helps manage stormwater, provide shade and heat resilience, and health benefits.",Build Faster v. Build Better,"We must rebuild with climate-resilient infrastructure like underground power lines and microgrids, even if it takes longer than basic replacement.",build back better,3.57144022,5.187711716,Support Underground Power Lines
1391,Infrastructure & utilities restoration,"Underground power lines, holding Edison corporate accountable, not letting Edison pass on their mistakes onto the cost of their customers. Every time they go into litigation or bills go up. 

When they need to shut off power due to weather - my husband can’t work. So he doesn’t get paid. 

The way palisades and Altadena need to be rebuilt needs to be smart. All street lights need to be solar, solar cross walks, a better environment and a safer environment for kids.",Build Faster v. Build Better,"""We need to rebuild Palisades and Altadena smartly with solar streetlights and better infrastructure, not just rush to restore things as they were.""",build back better,3.260400534,6.760139465,Support Underground Power Lines
1376,Infrastructure & utilities restoration,"These need to be considered in light of growing climate risk.  All of this infrastructure has been under-maintained throughout the country no matter the climate, so now we must plan for further climate risk as we restore these essential community services.  We should be planning in particular for the future of mobility that minimizes individual automobile use and maximizes seamless public transportation.  We also need to pay special attention to grid reliability and modernization.",Build Faster v. Build Better,"We must rebuild with future climate risks in mind, not just restore to previous standards. Infrastructure needs modernization for long-term resilience.",build back better,10.968646049,8.59209156,Support Fire Safe Rebuilding Requirements
1407,Infrastructure & utilities restoration,Both our electric systems and water systems should make more use of local supplies -- micro-grids for the electric system and water capture and grey water for the water systems.,Build Faster v. Build Better,"We need micro-grids, water capture, and grey water systems when rebuilding - not just replacing old infrastructure.",build back better,4.235750198,4.480699539,Support Underground Power Lines
1369,Climate & community resilience,Affordable fire resistant building supplies is a necessity. More native plants that aren't extremely flammable,Build Faster v. Build Better,We need affordable fire-resistant building materials and less flammable native plants to build back safely.,build back better,14.117403984,7.704248905,Support Fire Safe Rebuilding Requirements
1354,Debris removal & environmental recovery,Toxics removal is very important for long-term community health.  We need to understand what sort of toxic were produced by the fire and not be in such a rush to rebuild that we create long-term problems in the process.,Build Faster v. Build Better,"We shouldn't rush rebuilding before properly assessing and removing toxic materials produced by the fire, or we'll create long-term health problems.",build back better,4.78855896,2.646357059,Mandatory Soil Testing Before Rebuilding
1481,Housing & rebuilding,Permit process needs to expedited without delay and costs need to be minimal for residents to rebuild.,Build Faster v. Build Better,Rebuilding permits must be fast-tracked and costs kept low so residents can return quickly.,build back faster,9.522403717,3.046575785,Reduce Government Rebuilding Barriers
1427,Housing & rebuilding,"Rebuild homes that are climate resilient, all electric, and are certified green homes and buildings. Ensure communities are replanned and redesigned to prioritize equity in housing everyone; providing infrastructure that focuses on enabling public transit, cycling, and walking; ensuring access to parks, green space, urban forestry and tree canopy; and local business opportunities that supports the clean economy.",Build Faster v. Build Better,"We should rebuild with climate-resilient, certified green homes and prioritize infrastructure for sustainable transit, green spaces, and equitable housing.",build back better,11.701999664,7.114931583,Support Fire Safe Rebuilding Requirements
1379,Wildfire prevention prioritization & accountability,"Needless to say, this is essential and non-negotiable, especially in the face of worsening climate conditions.  We need to be as preventive as possible going forward, facing the reality of climate change currently, and planning for more constrained and catastrophic climate futures.  We need to make choices about where NOT to rebuild.  We need to have fire departments that are fully funded and trained for emergencies.  This is a global emergency, and we need to treat it as such and plan for it as such.",Build Faster v. Build Better,We must be preventive and face reality - some areas shouldn't be rebuilt due to climate change and increasing fire risks.,build back better,11.865181923,8.716835976,Support Fire Safe Rebuilding Requirements
1406,Climate & community resilience,"We need a community that can live with fire.  As I understand it, the homes built to the latest standards for materials and design, which also had appropriate defensible space, did much better than other homes in the fires.  We need to ensure that the rebuild follows these standards, which includes financing, ensuring that contractors are properly trained, appropriate materials are available, and agreements that communities rebuilt to these standards are insurable in the future.",Build Faster v. Build Better,"We must rebuild using latest fire-resistant materials and designs with proper defensible space, even if it takes longer to ensure proper standards.",build back better,13.323054314,6.341127396,Support Fire Safe Rebuilding Requirements
1418,Climate & community resilience,"I think this is already pretty good.  The room for improvement is in updating zoning-permitting especially for smaller, affordable starter homes. and Zero parking spaces for new construction within 1.5 miles of light-rail stations.",Build Faster v. Build Better,"We need updated zoning permits for affordable starter homes, not just quick rebuilding of what was there before.",build back better,10.884048462,5.795501232,Support Fire Safe Rebuilding Requirements
1440,Climate & community resilience,"What is wildfire adaptation? Fire-resistant design and preparedness training are not the City's role; let Angelenos, their architects, and private organizations do this.",Build Faster v. Build Better,The City shouldn't control fire-resistant design or preparedness. Let homeowners and private organizations handle wildfire adaptation themselves.,private individual responsibility,14.945275307,4.276003838,Reduce Government Rebuilding Barriers
1422,Climate & community resilience,Don’t just throw this on the residents trying to rebuild manage the land that is prone to fire better,Build Faster v. Build Better,We need better land management in fire-prone areas instead of putting the burden on residents during rebuilding.,manage land better,16.459964752,6.079580784,Support Fire Safe Rebuilding Requirements
1423,Infrastructure & utilities restoration,Bury the utilities and mandate solar,Build Faster v. Build Better,Utilities should be buried underground and solar power should be required for rebuilding.,build back better,3.211859226,5.679479122,Support Underground Power Lines
1370,Wildfire prevention prioritization & accountability,Communities in WUI (wildland urban interface) environments should have high-powered sprinkler systems installed along their perimeters and/or throughout the community to give it extra protection in advance of a fire.,Build Faster v. Build Better,"We need high-powered sprinkler systems installed throughout WUI communities for better fire protection, even if it delays rebuilding.",build back better,5.912628174,8.663313866,Support Underground Power Lines
1350,Prioritize recovery themes,"Do NOT skip CEQA or EIRs, we are still THE biggest urban oil field in the nation and had the biggest urban wildfire in history, not testing the soil and ensuring there are no remnants of toxic oil chemicals is very important. No one deserves to live on top of toxic land.",Build Faster v. Build Better,Don't rush rebuilding without proper environmental testing - we must check for toxic oil field chemicals in the soil first.,build back better,5.260257244,2.199579477,Mandatory Soil Testing Before Rebuilding
1432,Wildfire prevention prioritization & accountability,"Focusing on what the City can fund at a time of unprecedented deficits is absurd, and the City is unable to hold its agencies accountable. Angelenos should hold the Council responsible for the City's failures at the ballot box. City government should ensure that fire prevention requirements are clear to allow private citizens and enterprises to implement them without bureaucratic delays.",Build Faster v. Build Better,"Building fire prevention should be clear and quick to implement, without bureaucratic delays, while still maintaining safety standards.",faster private rebuilding,10.498677254,0.1407345086,Reduce Government Rebuilding Barriers
1405,Wildfire prevention prioritization & accountability,"We need to better manage the brush lands, but they evolved to burn, so we also have ensure that our built environment can live with fire.",Build Faster v. Build Better,We must adapt our buildings to coexist with natural fire cycles rather than just rushing to rebuild the same way.,build back better,16.050056458,7.584980011,Support Fire Safe Rebuilding Requirements
1431,Infrastructure & utilities restoration,This is essential and should be done by private enterprise to the extent feasible. Large infrastructure contractors can do this much faster than Public Works or LADWP and likely more cost-effectively. This is not the time for political egos to eye ad opportunities for the next election; move out of the way and let the city rebuild.,Build Faster v. Build Better,Private contractors can rebuild faster and more cost-effectively than government agencies. Let them handle it without political interference.,build back faster,8.120612144,1.907480597,Reduce Government Rebuilding Barriers
1443,Housing & rebuilding,County needs to expedite all permits for building houses.  We absolutely can't afford to rent and pay mortgage for as long as this is going to take so don't want permits delayed for months costing us tens of thousands of dollars we don't have to waste.,Build Faster v. Build Better,We need fast permit approvals. Can't afford months of paying both rent and mortgage while waiting for building permits.,build back faster,10.791104317,2.300886869,Reduce Government Rebuilding Barriers
1429,Climate & community resilience,"Make sure all homes and buildings rebuilt can withstand future climate risks and impacts like fires, heat, drought, extreme storms, flooding. Make sure communities are resilient to start before disasters hit. Use and work with nature and natrure-based solutions to mitigate the climate hazards.",Build Faster v. Build Better,"We must prioritize rebuilding homes to withstand future climate disasters, even if it takes longer. Communities need resilient infrastructure and nature-based solutions from the start.",build back better,13.391232491,8.419254303,Support Fire Safe Rebuilding Requirements
1361,Infrastructure & utilities restoration,Underground power lines are a necessity,Build Faster v. Build Better,Underground power lines are a necessity.,Build Back Better,3.335697651,7.987683773,Support Underground Power Lines
1441,Prioritize recovery themes,"Get out of the way, stop wasting our time and money, and let Los Angeles prosper.",Build Faster v. Build Better,Let us rebuild quickly without delays and excessive regulations getting in the way.,build back faster,9.710001945,1.611177802,Reduce Government Rebuilding Barriers
1426,Financial & legal assistance,"Make fossil fuel polluters pay for deceiving the public about fossil fuel use and driving the climate crisis that has led to increased extreme heat, drought, and other conditions that have led to higher fire risk. Also, there must be focus on more utilization of prescribed and cultural burns to manage fuel loads, as well as avoiding building and redevelopment in areas of high risk.",Build Faster v. Build Better,"We shouldn't rebuild in high-risk areas, and when we do rebuild, we need to focus on proper fuel management through prescribed burns.",avoid high risk building,16.721755981,6.997733116,Support Fire Safe Rebuilding Requirements
1404,Wildfire prevention prioritization & accountability,"Codes need to be updated to maintain vegetation perimeters, so the fires can't spread from vegetation to houses.  If the home owner can't afford tree-trimming and so forth, the cities must help pay for this, because the cost of neighborhoods burning down is far worse.",Build Faster v. Build Better,"Vegetation codes must be updated and enforced, with city assistance for homeowners who can't afford maintenance. It's cheaper than letting neighborhoods burn.",build back better,15.359610558,5.928631783,Support Fire Safe Rebuilding Requirements
1353,Emergency planning & community safety,"In high-risk areas, further development must be tied to adequate evacuation routes",Build Faster v. Build Better,We shouldn't develop high-risk areas without ensuring proper evacuation routes first.,build back better,16.124574661,5.810560703,Support Fire Safe Rebuilding Requirements
1258,Infrastructure & utilities restoration,Power lines should be UNDERGROUND,Build Faster v. Build Better,"Power lines need to be moved underground, even though it will delay rebuilding and cost more.",Build Back Better,3.03792429,7.599273205,Support Underground Power Lines
1267,Housing & rebuilding,Rebuilding to specific “like-for-like “ criteria that the Assessor will agree with and that passes Building & Safety and other code checks will cut the time to rebuild way down by clarifying the path to a design and ultimately a rebuild that will serve homeowners affected. I want a chance to rebuild. I need help getting that information straightened out and available NOW!,Build Faster v. Build Better,"We need clear rebuild criteria from Building & Safety now, so we can quickly rebuild to code without delays or confusion.",build back faster,11.123702049,2.764060974,Reduce Government Rebuilding Barriers
1257,Housing & rebuilding,I should not have to shoulder Palisades folks rebuilding in such a high risk area.,Build Faster v. Build Better,We shouldn't have to pay for others to rebuild in known fire-risk zones.,no rebuilding allowed,17.647630692,6.58886528,Support Fire Safe Rebuilding Requirements
1259,Infrastructure & utilities restoration,Power lines under ground please,Build Faster v. Build Better,"Underground power lines are needed, even if it takes longer to implement than above-ground rebuilding.",Build Back Better,1.655800581,6.514844894,Support Underground Power Lines
1250,Infrastructure & utilities restoration,Underground all power lines. Widen roads. Fix the fire hydrants and reservoirs.,Build Faster v. Build Better,"Underground power lines, widen roads, and improve water infrastructure before rebuilding - these changes will make us safer.",build back better,5.417470932,5.662338257,Support Underground Power Lines
391,Debris removal & environmental recovery,"Failing to properly test and remediate now will lead to serious health consequences in the future and could also negatively impact property values. This process must be prioritized, but it cannot delay the rebuilding timeline.",Build Faster v. Build Better,"Testing and remediation are vital for health and property values, but we must balance this with keeping rebuilding on schedule.",prioritize safety standards,5.370504856,1.863899231,Mandatory Soil Testing Before Rebuilding
1096,Infrastructure & utilities restoration,Underground the power lines; Water system needs to be updated. More plans for saving water for times of drought. Sidewalks would be great in Altadena.,Build Faster v. Build Better,"Underground power lines and update water systems. We need better infrastructure before rebuilding, including drought preparation and sidewalks.",build back better,4.1223526,4.916991711,Support Underground Power Lines
300,Climate & community resilience,"We need climate resilient landscaping, native plants, trees that don’t burn like oaks, remove palms and eucalyptus. We need real brush clearance in high risk places next to houses. We need to remove non native brush. We need revised building codes. I have been hardening my house with roof sprinklers, 1/8 inch wire mesh covering all vents, brush clearance, etc.",Build Faster v. Build Better,"We must rebuild with native plants, better brush clearance, and improved building codes. I'm hardening my house with sprinklers and protective mesh.",build back better,14.798251152,6.386081696,Support Fire Safe Rebuilding Requirements
520,Climate & community resilience,"Hold zoom workshops (and record them for future access) on various topics, like fire-resistant design, preparedness, safer landscaping, how to rebuild",Build Faster v. Build Better,"We need workshops on fire-resistant rebuilding, safer landscaping, and preparedness to ensure we build back better after fires.",build back better,14.867366791,6.590593815,Support Fire Safe Rebuilding Requirements
1225,Infrastructure & utilities restoration,"I believe now is exactly the right time to do the Caltrans redesign making PCH a boulevard instead of a 5-lane highway (without a middle lane that is unnecessary and inappropriate for a semi-rural community if the re-design ensues) leaving much more space on the sides for cars to make way for emergency vehicles. Biking and walking on PCH are already happening.  Please, let’s make it safe.

Please underground utilities throughout Malibu.",Build Faster v. Build Better,"We should redesign PCH as a boulevard with wider shoulders for emergency vehicles, while undergrounding utilities. This slower rebuild enables safer infrastructure.",build back better,5.043543816,6.309679031,Support Underground Power Lines
516,Infrastructure & utilities restoration,"Power lines are so vulnerable.  How is it that, at least in the hillside areas with very high fire risk, we still have above-ground power lines?  Obviously the water delivery system is antiquated and unreliable for a major fire such as this.  This will happen again (and again) and when the earthquake comes, this entire city will be on its knees.",Build Faster v. Build Better,"We need underground power lines and updated water systems in high-risk areas, not just quick fixes that leave us vulnerable to future fires.",build back better,5.17676115,7.673732281,Support Underground Power Lines
616,Infrastructure & utilities restoration,"Altadena needs underground power lines to protect the rebuilt community from future disasters. Water systems need to be improved to be able to handle every rebuild requiring sprinklers!  Sidewalks, bike lanes, and fiber internet are investments that can easily implemented now that will improve the quality of life for residents for decades.",Build Faster v. Build Better,"Underground utilities and better infrastructure should be installed during rebuilding, even if it takes longer. These improvements will protect and benefit residents long-term.",build back better,3.950200558,5.230942249,Support Underground Power Lines
974,Economic recovery & small business support,Provide grants to help people fire harden their homes for those who can't afford it to reduce the chances and severity of future fires,Build Faster v. Build Better,"We need grants to help lower-income residents fire-harden their homes, making rebuilding safer for the future.",build back better,14.091817856,4.851769924,Support Fire Safe Rebuilding Requirements
992,Debris removal & environmental recovery,"With this economic obsolescence, we need to hire train engineers and environmentalists to make sure it’s safe and secure for rebuild!! Also monthly soil test to ensure residents are properly protected from any possible contamination.",Build Faster v. Build Better,"We need engineers and environmentalists to ensure safe rebuilding, with regular soil testing to protect residents - even if it takes longer.",build back better,5.158585548,2.214043856,Mandatory Soil Testing Before Rebuilding
767,Infrastructure & utilities restoration,"Admittedly don't know enough here. Eaton fire started well outside of normal pedestrian infrastructure.  Only thing I can add here is that given that good fraction of the community has to start from scratch, now is a good time to revisit infra related issues such as underground power and better broadband.

The water utilities I have less info on. They seem to have bounced back pretty quickly but obviously lessons learned from this one should be considered.",Build Faster v. Build Better,"Since we have to rebuild anyway, it's a good opportunity to improve infrastructure with underground power and better broadband.",build back better,4.063205719,5.976924896,Support Underground Power Lines
762,Emotional & mental health support ,It's something to look at but it should be behind rebuilding.,Build Faster v. Build Better,"We need to focus on rebuilding first, then worry about improvements later.",build back faster,7.903505325,0.4543510079,Reduce Government Rebuilding Barriers
561,Debris removal & environmental recovery,"Part of the beauty of Altadena was it's connection to nature. We should aim to protect and restore that while striving to build a more fire-safe community. But all of that starts with the assurance of safe soil and clean water -- if we can't deliver that, we're inviting our neighbors home to disaster and a lifetime of health problems.",Build Faster v. Build Better,"We must restore Altadena's natural beauty and improve fire safety, but first ensure soil and water are safe before rushing people back.",build back better,5.734872818,3.6210711,Mandatory Soil Testing Before Rebuilding
658,Climate & community resilience,"Strongly consider requiring new builds to be resilient by using the Passive Housing Standard, all electric buildings and fire resistant building materials. Electrifying homes and using a PHS combined lead to massive energy savings for homeowners and benefits to the entire community and region by lowering building pollution.",Build Faster v. Build Better,"We should require new construction to meet Passive Housing Standards and use fire-resistant materials, even if it takes longer to rebuild.",build back better,13.235514641,6.069905281,Support Fire Safe Rebuilding Requirements
614,Housing & rebuilding,"Abolish the Coastal Commission, accelerate permitting for new building, remove government red tape, offer incentives for new builds",Build Faster v. Build Better,We need faster permits and fewer regulations to rebuild quickly - get rid of red tape and the Coastal Commission.,build back faster,8.647259712,1.499945641,Reduce Government Rebuilding Barriers
297,Housing & rebuilding,"Housing has been incredibly tough, expensive, and hard to find. Then the fires happened. Now we need housing more than ever and we need housing here so people don’t have to move away and they can still stay in the general area while trying to pick up where they left off. People need to rebuild and live in their homes and sell to families, not corporations. We need to remove barriers to rebuild but also ensure that people don’t get ripped off by bad contractors and that the new houses they build are safe, strong, and resilient, and some properties that were immediately above Eaton Canyon should consider not rebuilding because it is just a matter of time.",Build Faster v. Build Better,"Need housing quickly so people can stay local, but some properties above Eaton Canyon shouldn't rebuild. New homes must be safe and resilient.",build back balanced,14.790006638,7.272199154,Support Fire Safe Rebuilding Requirements
1195,Housing & rebuilding,"While everyone wants to build back exactly as we were, we need to consider that this will happen again. We should consider using fire resistant materials when rebuilding.",Build Faster v. Build Better,We shouldn't just rebuild exactly as before. Using fire-resistant materials is important since fires will happen again.,build back better,13.820373535,7.944173336,Support Fire Safe Rebuilding Requirements
1166,Infrastructure & utilities restoration,"should not waste time and money widening roads, not necessary and not feasible; could put power lines underground if this does not delay construction and if it is feasible; need to work 24/7 to meet building demands and lesson congestion",Build Faster v. Build Better,"We need to rebuild fast with 24/7 construction. Underground power lines are fine if quick, but skip time-consuming road widening projects.",build back faster,5.72285223,4.847446442,Support Underground Power Lines
1154,Housing & rebuilding,I think the ADU units are a good idea the city should allow more people to build them with less restrictions.  Allow contractors to build more apartment building in restricted residential areas,Build Faster v. Build Better,We should relax building restrictions to allow more ADUs and apartment buildings in residential areas.,build back faster,12.263577461,2.869458437,None
1042,Infrastructure & utilities restoration,"I would like to see several well-publicized and documented rapid pilot programs in various communities in LA that help Angelenos understand the scope and disruption related to retrofitting old systems. Everyone wants to DWP, etc to ""do it"", and they absolutely must, but it would be great to understand what that looks like, how we as citizens need to willingly participate in the process when it's our neighborhood's turn, how this affects our bottom line and what kind of ecological and safety improvements this brings to our communities.",Build Faster v. Build Better,"""We need pilot programs showing what retrofitting actually looks like, so residents understand the disruption, costs, and benefits before committing to rebuilding improvements.""",build back better,14.267884254,4.504261494,Support Fire Safe Rebuilding Requirements
834,Housing & rebuilding,Pre-permitted ADU designs. Most folks are not picky about how an ADU looks- they want fast build and understandable regulations- so they can earn rent.... which creates more housing in LA.,Build Faster v. Build Better,We need fast-track building permits and simple regulations so people can quickly rebuild and earn rental income.,build back faster,12.621470451,2.886652708,ADU Support For Fire Recovery
1212,Housing & rebuilding,"REALLY speed up the approval process. Also, strongly encourage bungalow courts for multi-family housing-- basically groupings of 4 to 10 ADU-type buildings. They suit the Alta/Pasadena aesthetic, are affordable, are much better looking than flat, generic boxes, and will help bring renters to our community.",Build Faster v. Build Better,"Speed up approvals, but encourage bungalow courts of 4-10 ADUs - they're affordable and match local aesthetic better than generic buildings.",build back faster,10.315060616,3.294167757,Reduce Government Rebuilding Barriers
590,Infrastructure & utilities restoration,"All important to a functioning community. As usual, the question begs - who pays for this?  Should the folks in Etna, CA be taxed for the folly of building so many high-dollar homes in an obvious fire zone? Should Modesto be on the hook for wealthy home owners in Marin or Sonoma or LA?",Build Faster v. Build Better,"""Who pays for rebuilding better? Should residents in safer areas be taxed for high-value homes built in obvious fire zones?""",build back costs,17.545576096,4.979169369,Support Fire Safe Rebuilding Requirements
433,Infrastructure & utilities restoration,Bury the power lines. Put in sidewalks.,Build Faster v. Build Better,"Rebuild with buried power lines and sidewalks to make the area safer, even if it takes longer.",build back better,4.4479146,5.370081425,Support Underground Power Lines
1200,Climate & community resilience,"We need to be proactive and clear brush/trash, bring back the brush eating goats and allow those that owe parking tickets to clean the freeways, like they used to. It should be illegal to start fires on the streets, public parks/forests (unless allowed to BBQ). Taxpayers should NOT be paying for the infrastructure upgrades of for profit electrical companies. When new communities are built, require power lines to be underground or have other safety measures in place that will prevent fires. Electrical companies can also educated the public and if they see something off with a powerline to say something.",Build Faster v. Build Better,"When building new communities, power lines must go underground and include safety measures. We shouldn't rush development without proper fire prevention infrastructure.",build back better,3.744853258,8.667518616,Support Underground Power Lines
547,Financial & legal assistance,Strickter code requirements in regards to materials should be enforced.,Build Faster v. Build Better,Building codes must require stronger fire-resistant materials.,build back better,12.722673416,6.193785667,Support Fire Safe Rebuilding Requirements
1538,Infrastructure & utilities restoration,"I kindly urge you to consider hiring and training individuals from Los Angeles for this work. We can make a positive impact by reducing bureaucratic barriers and giving our local community a chance. The job market in LA is genuinely challenging right now, and supporting our own can bring hope and opportunity to those in need. Hire our own, train our own, and stop with the six-month hiring process. People are losing everything, and we aren't requiring these contractors to hire those affected.",Build Faster v. Build Better,"""We need to hire and train local LA residents affected by fires instead of using outside contractors. Speed up the hiring process - people can't wait.""",build back faster,10.398735046,1.216982484,Reduce Government Rebuilding Barriers
1523,Housing & rebuilding,Remove all bottlenecks. I am sure there were some lessons learned here.,Build Faster v. Build Better,"We need to eliminate delays in rebuilding, though we should learn from this experience.",build back faster,7.226446629,1.491721034,Reduce Government Rebuilding Barriers
1413,Infrastructure & utilities restoration,"As above, all permitting and zoning needs to be updated aligned with current housing, transportation and bike-pedestrian-friendly construction.",Build Faster v. Build Better,"Building permits and zoning must align with modern standards for housing, transportation, and pedestrian access before reconstruction begins.",build back better,10.235764503,5.303422928,Support Fire Safe Rebuilding Requirements
759,Wildfire prevention prioritization & accountability,"1) Firebreaks are essential no matter how ugly they are. Having a house not burn down is better than the privilege of not living next to a barren strip. 
2) I don't buy into the idea that this fire's terrible consequences were some kind of failure of government. It was a natural disaster. I'm sure we could have done better but honestly, it would have taken leaps in technology, infrastructure and manpower that we couldn't expect at the time. This wasn't governments fault. This fire was fought the way every fire is fought, the system just wasn't cut out for the job.",Build Faster v. Build Better,We need firebreaks despite their appearance. Having an intact house matters more than avoiding unsightly barren strips of land.,build back better,15.305047035,6.007368088,Support Fire Safe Rebuilding Requirements
737,Debris removal & environmental recovery,"We need safe water and soil so that the toxins not only do not enter our systems but it doesn't enter into the systems of the animals in our area. If there are toxins in our soil, any movement of that soil can kick up the toxins and cause major damage to our respiratory systems. Rebuilding should walk side by side with safety of the community.",Build Faster v. Build Better,Rebuilding must prioritize safety by ensuring soil and water are free of toxins that could harm both residents and wildlife.,build back better,4.700632572,2.868706703,Mandatory Soil Testing Before Rebuilding
280,Infrastructure & utilities restoration,"Underground electricity please. Bike paths, sidewalks would be amazing. Many of our Altadena streets didn’t even have sidewalks.",Build Faster v. Build Better,We need underground power lines and basic infrastructure like sidewalks and bike paths when rebuilding our Altadena streets.,build back better,3.971370697,5.692586422,Support Underground Power Lines
1490,Climate & community resilience,Long term goals for hardening homes against wildfires in the future is a must. Those homes being rebuilt and those being repaired should take steps to ensure proper materials are used as a start. Climate change is real and is here to stay.,Build Faster v. Build Better,"Rebuilding homes must prioritize fire-resistant materials and hardening measures, even if it takes longer, because climate change makes future fires inevitable.",build back better,13.910715103,7.34644413,Support Fire Safe Rebuilding Requirements
1460,Climate & community resilience,"For those neighborhoods zoned as ""very high fire risk"", the city and/or utilities needs to also be held accountable on underground transmission lines, along with reviewing all city trees which are highly flammable and replace them (regardless if tress are ""protected"" or not), along with ensuring overgrown vegetation are trimmed back on our hillsides/mountain areas close to residents.",Build Faster v. Build Better,"Underground power lines and replace flammable trees, even protected ones. Safety improvements must happen before rebuilding in high-risk zones.",build back better,4.145678043,8.141735077,Support Underground Power Lines
1464,Climate & community resilience,"I think this will take many generations. It's a long term strategy, not a short term one.",Build Faster v. Build Better,"We need a long-term rebuilding strategy, not a quick fix. This will take generations to implement properly.",build back better,10.96026516,7.87755537,Support Fire Safe Rebuilding Requirements
1194,Economic recovery & small business support,"Businesses are critical to providing goods to the community. Without 3rd places, a community cannot thrive. Also, set backs should be increased like after the Paradise fire, reduces spread rate of fires AND entices fire insurance companies to return.",Build Faster v. Build Better,"Building setbacks should be increased like Paradise did - it slows fire spread and helps bring back insurance companies, but delays community recovery.",build back better,15.030824661,6.376792431,Support Fire Safe Rebuilding Requirements
919,Financial & legal assistance,"Exactly. ADUs should not be allowed in fire prone areas unless there is parking on property and there is a large enough lot to allow a wide buffer of space between the ADU and other structures.
In areas where the roads are narrow and it is already difficult to evacuate there should be a total ban on additional density. It is irresponsible to put more people in harms way and increase the danger to those already living there!",Build Faster v. Build Better,"Building ADUs in fire-prone areas is irresponsible - it puts more people at risk and complicates evacuation, especially on narrow roads.",restrict building density,14.902077675,3.417515755,None
