comment_id,comment,topic,opportunity_area
566,I need help with resources. I was just informed that I have to move because my Landlord is not trying to professionally clean my place even though it is against the law.,Emergency communication,
565,There should be more grants and employment opportunities for people who have been displaced and lost jobs. We are struggling and no one seems to care. The state seems to have moved on.,Economic recovery & small business support,
564,"People lost their homes, jobs, and were displaced. This country gives MILLIONS OF DOLLARS to other countries. We can use some of that money!",Financial & legal assistance,
563,"It's clear that an inability to quickly shut down power contributed to the severity of the fire, along with exposed power lines. With the areas so devastated, it seems prudent for us to explore buried power lines to expand fire safety.",Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
562,The city of Pasadena seemed to approve the water quality way too quickly. I still am reluctant to use the water.,Debris removal & environmental recovery,
561,"Part of the beauty of Altadena was it's connection to nature. We should aim to protect and restore that while striving to build a more fire-safe community. But all of that starts with the assurance of safe soil and clean water -- if we can't deliver that, we're inviting our neighbors home to disaster and a lifetime of health problems.",Debris removal & environmental recovery,
560,Thank you for caring for our Feathered Friends!,Debris removal & environmental recovery,
559,Support that can be utilized online and that is not connected to church organizations feels incredibly necessary. I know people who didn't go to certain outreach/donation locations because of church affiliations. So private counseling options or ones offered by broad-based community organizations would be incredible.,Emotional & mental health support ,
558,"We are held accountable for the things we do; therefore, agencies should be held accountable for the bad things they do.",Wildfire prevention prioritization & accountability,
556,I have been in a hotel for three months. The Landlord is harassing me and I am now trying to find a new apartment without any assistance. The Landlord has violated city laws and the city of Pasadena has not been helpful at all.,Housing & rebuilding,
555,"In Japan they have an extremely loud warning system for tsunamis and evacuation routes well marked

I believe we still have the vestiges of an old air raid siren system here
In the 1970's they used to test it about once a month if I recall correctly

Coordination among agencies is of paramount importance in disaster reaction & recovery
We have more than enough Fed & State human, financial & material resources 2 face the challenges

Unfortunately they are poorly coordinated  It is good that Gov Newsome designated a PPP 2 manage the recovery, this should work well

The well known people & companies involved in LA Rises & Steadfast LA are much appreciated, however PPPs need to include people with a vision for sustainable community development",Emergency planning & community safety,
554,"Make sure that seniors and people with disabilities are not left behind. Registries alone are not going to help much, offer dedicated funding",Emergency planning & community safety,
553,Refer folks to 211 LA for information update and resources,Emergency communication,
552,We need better equitable contracting practices to ensure that the tax payer funds use for services actually have outcomes that benefit our community.,Economic recovery & small business support,
551,"equitable access to fast, reliable, consistent, and affordable broadband is essential for work, education, health access, and information",Infrastructure & utilities restoration,
550,"Ensuring that people with disabilities and seniors be a targeted priority outreach, evacuation, and support population for all natural disasters, such as wild fires.",Climate & community resilience,
549,"So many folks cant access mental health services right now from commercial insurance providers like Kaisser. This need to change to advance timely, accurate, and essential mental health services. This will help the public health system not be so overwhelmed. Maybe have commercial insurance providers reimburce county for cost of sharing",Emotional & mental health support ,
548,"Deploy a streetlight design wrapped in PV w/ a small vertical axis wind turbine on top would feed clean energy to the microgrids being developed in reconstruction zones

V-axis wind turbines on power towers

Widespread deployment of point of use atmospheric water condensers acquired @ wholesale & distributed @ cost by LA Rises would foster water security

The financial ecosystem developed for the recovery should be employed to build a desalination plant for LA like the Claude Lewis facility in Carlsbad would go a long way towards establishing water security in our city
Or it could be funded w/ a water purchase agreement

Prolonged drought & increasing pop indicate that the water supply issue will only get worse as time moves 4ward",Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience
547,Strickter code requirements in regards to materials should be enforced.,Financial & legal assistance,Rebuild quickly or rebuild for resilience;Individual or collective responsibility for fire prevention
546,I do not think the community should become more dense. ADUs should only be teporary,Housing & rebuilding,"Making space for more residents, or limiting housing density"
545,"We should be investing in new ideas for fire mitigation strategies. For example, insuring a home from fire could be cheaper if the home has a built-in (or on) fire protection system that significantly improves its odds of surviving a fire. We could incentivize the free market to explore new technologies or ideas through grants or subsidies.",Financial & legal assistance,Individual or collective responsibility for fire prevention
543,"We already had a shortage of construction labor b4 the disaster

There is an opportunity here to create 1,000s of jobs & numerous small biz's
                               
LA Economic & Workforce Dept needs to implement a strategic workforce development initiative, including the formation of small biz    

Work skill/biz courses could be offered tuition free at LAUSD's 13 adult education/trade schools

Fed/State/NGO small biz assistance, funding/grants can be combined to fund the outfitting of the small companies which will drive the recovery

We don't need master carpenters, but workers who can assemble prefab, install ADUs, living pods, appliances etc. & connect them 2 utilities

Let residents drive the recovery, not big const firms..",Economic recovery & small business support,Rebuild quickly or rebuild for resilience
542,"Unfortunately, we are due for another one anytime.  
This is surely part of the reason insurance companies are fleeing the state.",Climate & community resilience,Public or private sector responsibility for utilities and infrastructure
541,"Promoting the PACE-Property Assessed Clean Energy program and  encouraging residents to rebuild with solar roof tiles would be helpful These materials are more fire resistant & widespread deployment would reduce the strain on the grid

If not solar tiles, other roofing materials that are inherently fire resistant and manufactured using a circular process should be used

LA Rises or another PPP should be assigned the task of bundling the orders  for the materials  They could acquire them @ wholesale prices & distribute them @ cost

PACE could lower costs by using blended finance vehicles incorporating grant $ & concessionary capital to fund projects

These discounts along with fed/state incentives & grants would significantly reduce cost",Climate & community resilience,Rebuild quickly or rebuild for resilience;Individual or collective responsibility for fire prevention
540,Rebuild the homes and business will follow,Economic recovery & small business support,Rebuild quickly or rebuild for resilience
539,"Insurance companies had been moving out of this market, cancelling policies and raising the cost of premiums to the point of being unaffordable.

Rebuilding with fire, earthquake and storm resistant materials along with structure strengthening measures should be promoted as one way to help reduce insurance costs.",Financial & legal assistance,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
538,Fold this one in with Emergency planning & community safety,Emergency communication,
537,"If it's not safe, people should not be allowed to return",Debris removal & environmental recovery,Rebuild quickly or rebuild for resilience
536,"Providing accessible, genuine mental health support is an investment in our people/community and a valuable effort to mitigate homelessness",Emotional & mental health support ,
535,"The cost of building materials had been rising steadily for years.  With this catastrophe the demand will skyrocket and so will prices.

This is why is it imperative that a multi-layered cost reduction strategy be implemented.",Housing & rebuilding,Rebuild quickly or rebuild for resilience
533,"I agree and for those of us who have not lost our home in this disaster, it provides a good opportunity to be grateful for what we do have, even if one is facing overwhelming challenges and painful situations.",Emergency communication,
532,"If we put ourselves in the shoes of someone who has lost their home it is easy to see how anyone could use some emotional support.  
Mental health counselors use the term ""tool kit"" for strategies related to overcoming life's challenges.   Perhaps a website offering this and/or enlisting podcasters/influences to get those ideas out there would be helpful.",Emotional & mental health support ,
530,"There are many L.A. residents who would be willing to do the work of creating firebreaks.

The biggest problem we face in disaster recovery is not a lack of resources, but a lack of coordination between federal, state and local agencies.   A public-private partnership like L.A. Rises should be created for this specific purpose.

As of last year, approximately 2,500 of the 18,000+ structures destroyed in the Camp Fire in Northern California had been rebuilt.
This is unacceptable, especially considering the massive amount of government/private human, financial and material resources that we have available.",Wildfire prevention prioritization & accountability,Rebuild quickly or rebuild for resilience
529,Strategies for wildlife recovery. Planting trees and foliage specific to their needs.,Prioritize recovery themes,
528,"This was the most fire prone area, obviously. Everyone in the city and county in positions of power were aware of the impending danger, yet so little was done to protect our community",Wildfire prevention prioritization & accountability,
527,Still not sure why there were no fire personnel around upper Chautauqua the entire day?? With all of the other fires over the past 40 years that is the first place they race to.,Emergency planning & community safety,
526,"If I rebuild, I want a guarantee I can acquire the necessary fire insurance to cover my loss.",Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
525,communication is always important,Emergency communication,
524,The tree where my bird feeders were hanging survived the fire and I go to the Palisades 3 times a week to fill the feeders. Many of the previous bird species have slowly returned to the area. It is very welcoming and healing to hear the birds sing when I am there. For a while it was dead air up there.,Debris removal & environmental recovery,
523,"This is challenging, because warning systems, evacuations, etc can all be amazing, but if people don't listen and act it is sadly a wasted effort.",Emergency planning & community safety,
522,"I hope the people vote out the politicians who have created this crisis, which has been coming for so long.  Just kicked the can down the road.  And for sure it will happen again.  The whole lot of them has to go.",Prioritize recovery themes,
521,"What warning systems?  Palisades had evacuation routes, only there weren't nearly enough of them.  It is shocking to me that there weren't hundreds of people killed in the Palisades.  And yet development continued on, knowing full well that the routes were grossly inadequate to carry the people out fast enough.  Criminal.",Emergency planning & community safety,"Rebuild quickly or rebuild for resilience;Making space for more residents, or limiting housing density"
520,"Hold zoom workshops (and record them for future access) on various topics, like fire-resistant design, preparedness, safer landscaping, how to rebuild",Climate & community resilience,Individual or collective responsibility for fire prevention
519,"We have learned, the hard way, that the California insurance industry to irretrievably broken.  Something has to change.  Homeowners insurance is a scam, it is too complicated, no one understands what their policies mean until it is too late, the carriers have inadequate resources to meet a huge crisis like this.  As best I can tell, the carriers are using the money that we paid them in premiums to hire people whose job it is to deny claims.  Some people need to go to jail to wake up this industry.",Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
518,"Wow, here we are 2 months after the fire.  How can it be that no one has been fired for failing to delivery evacuation orders to West Altadena until 3 am, when East Altadena got orders at 7 pm?  With tragic consequences, 17 people dead.  The level of mismanagement in Los Angeles is staggering.  And no one ever gets held to account, ever.",Emergency communication,
517,"I will not commit to rebuilding until I see a plan from DWP that includes Chautauqua Blvd, North of Bestor, in underground utility installation. This area has been severely neglected by the City: road in poor shape and not paved for about 30 years, power lines transversing my property from the pole to connect to neighbor and has not been updated for decades. Bad system for a known high fire prone/high wind prone area.",Infrastructure & utilities restoration,"Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure;Making space for more residents, or limiting housing density"
516,"Power lines are so vulnerable.  How is it that, at least in the hillside areas with very high fire risk, we still have above-ground power lines?  Obviously the water delivery system is antiquated and unreliable for a major fire such as this.  This will happen again (and again) and when the earthquake comes, this entire city will be on its knees.",Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience
515,Not one of my neighbors was prepared in any way for this disaster.  God forbid what will happen when the big earthquake comes.  We are going down.,Climate & community resilience,
514,Is there any forest management going on at all?  Hasn't this been expected to happen for years?  I haven't seen any work that the Forest Service has done that would protect Altadena from wildfires in the mountains.  There is no accountability at all.,Wildfire prevention prioritization & accountability,
513,"As everyone knows, the red tape is insane, permitting costs are insane, construction costs, architects -- if anyone is able to rebuild in Altadena it will be a miracle.",Housing & rebuilding,Rebuild quickly or rebuild for resilience
512,Monitoring and modifying areas of highest fire concern would be useful,Climate & community resilience,
511,"Important to acknowledge the trauma, grief, and loss experienced by this community",Emotional & mental health support ,
510,Bury the power lines… seems like fires often start with exposed lines,Wildfire prevention prioritization & accountability,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
509,Reduce red tape.,Financial & legal assistance,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
508,"We have so many empty buildings downtown, need to find a way to use them for housing, faster.",Housing & rebuilding,Rebuild quickly or rebuild for resilience
507,Bury power lines and prevent costs from being passed to consumer.,Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
506,ADUs are a way to get people living on their properties sooner than later. Make the permitting process quick and easy for ADU and I may consider living there while I rebuild.,Housing & rebuilding,"Rebuild quickly or rebuild for resilience;Making space for more residents, or limiting housing density"
505,"Local businesses in Altadena that survived the fire have been destroyed by loss of the community.  We need to help these businesses stay open and keep people employed.  This is a critical part of our community. 
 Once everything closes, there will be nothing here except big box stores.",Economic recovery & small business support,
500,"About 225,000 units, or 6.1%, of Los Angeles County's total housing stock, were vacant per a 2023 Census survey. Whole apartment buildings are used as illegal Airbnbs, or held vacant for tax purposes. A serious civic push to free up these unavailable units would have a profound impact not just in providing options for fire refugees, but for all rent burdened Angelenos.",Housing & rebuilding,
498,Reactivate the derelict air raid siren system for emergency alerts that can be heard for miles.,Emergency communication,
494,"I would like to see a publicly funded community led public safety committee  that has the ability to escalate issues of concern to the courts (via seeking a writ of mandate to compel action) if they are not addressed in a timely fashion by local government. Senior public safety officers like the Fire Chief should present to this committee, as they do to the Fire Commission and the Mayor. People who live in the community have a much stronger impetus to address potential fire risk than elected or appointed officials have.",Wildfire prevention prioritization & accountability,Individual or collective responsibility for fire prevention
481,There were no firefighters around when our house burned down.,Emergency planning & community safety,
480,We did not receive any alerts because our power was out and there is no cell service on our street.,Emergency communication,
479,Attention to roadblocks due to Trump's tariffs and deportations. Please provide a safe place for undocumented immigrants who want to help us rebuild.,Housing & rebuilding,
471,"Palm trees are a fire hazard, grass lawns are wasteful of water.  Incentivizing replacing both  to safer and more practical alternatives should be a priority for all of SoCal to reduce fire risk and waste of fire-fighting resources.",Climate & community resilience,Individual or collective responsibility for fire prevention
467,"It should be legal to live for an indefinite amount of time on a property, in a trailer or other mobile unit where the structure of record is uninhabitable or was removed.",Housing & rebuilding,Rebuild quickly or rebuild for resilience
465,"If an area is still covered in debris or is toxic, the clean-up should be first.",Economic recovery & small business support,
463,"What about our children? How safe are our school campuses? Why did the Lincoln water company just lift their restriction yesterday, but schools that use the same water company have been open since January? Who is overseeing the school district?",Prioritize recovery themes,
462,"California should compete with all forms of insurance in the state with a public option.  What we currently have are companies who effectively subsidize TV and other media with endless advertising yet will do everything in their power to delay and then deny your claims.  If the Federal Govt. is going to be less likely to pay-out (for one reason or another) in what would've previously been considered a disaster, we may have no other choice.",Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
461,We clearly can not depend on bigger entities like the county. This needs to be a local initiative. How can the city of Pasadena ensure each other’s safety? Creat neighborhood hubs and database so neighbors can look out for neighbors. We were left alone on January 7th/8th. All we have is each other.,Emergency communication,Individual or collective responsibility for fire prevention
460,"I have seen numerous agencies offering free testing for soil. The city needs to make this a priority. Our children, elderly, and immune compromised neighbors deserve their safety to be prioritized. We do not want to hear stories years from now about Altadena residents who are now suffering from medical illnesses due to the city’s quick response to “back to business as usual” without taking the proper steps and precautions to ensure our community’s safety.",Debris removal & environmental recovery,Rebuild quickly or rebuild for resilience
459,Offer education and resources for the community on ADU’s. Empower residents so they know they have options beyond just selling.,Housing & rebuilding,
458,We have community members ready to offer FREE mental health services but need the FREE space to do it. Help offer these spaces so residents may get the support they need.,Emotional & mental health support ,
457,Underground utilities!,Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
456,We need more firefighters pre-deployed when there is a high-risk situation.  Reservoirs should be full and functioning so the fire hydrants will work.,Wildfire prevention prioritization & accountability,
450,"I'm so sorry you have to deal with that. Truly, my heart is breaking for you. Though I would ask you investigate the actual reason you have lost your coverage. Start by reading about the fact that California does not allow insurers to raise premiums by more than x%. This sounds nice in theory, but in reality what happens is insurance companies are left with no choice but to cancel coverage, as it is not economically realistic for them to continue providing coverage in increasingly high fire-risk areas without raising premiums.",Prioritize recovery themes,Public or private sector responsibility for utilities and infrastructure
449,"There is not a good reason in 2025 to have outdated or ineffective warning systems and the ability for state, county and city agencies to effectively interact.",Emergency planning & community safety,
448,"Very important, but your only concerns should be: is this infrastructure awesome, and is it effective. In other words, you should not focus on ""gender and climate equity in infrastructure"" or any such nonsense.",Infrastructure & utilities restoration,
447,"In theory, important. In reality, again, it will be a mess, and I'd rather you not even try.",Emergency planning & community safety,
446,"This is super important, and I would recommend bringing in a private company to make sure it is actually done effectively.",Housing & rebuilding,
445,"Again, this would be great, but I predict it would get so tied up by various interest groups I almost would rather you not bother. Please just slash regulations, stop trying to control prices, and let people get to work.",Economic recovery & small business support,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
444,"First, this is not very necessary now. Second, I do not have faith it would be executed properly, and would again end up just wasting resources. Focus on cutting red tape, and getting out of the way so the residents can rebuild their lives.",Emergency communication,Rebuild quickly or rebuild for resilience
443,How to enable residents to move back to their homes,Prioritize recovery themes,
441,"As long as there are checkpoints and the lines to enter are long, it will be very difficult for businesses to thrive.   We need to help them",Economic recovery & small business support,
440,The State must ensure that property owners can obtain home insurance that offers full coverage as compared to the Fair Plan,Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
439,Reach out to your state assembly person's staff. They are trained to help with this type of problem.,Prioritize recovery themes,
438,"We need you to extend the mandate that insurance companies not drop us. We have always paid our premiums and this loss had nothing to do with any of the insureds. But we risk having fully uninsured homes due to the fires. 

People with standing homes need clear guidance on the safety of living amongst and near burned structures. We need financial assistance- so many people not within the burn map boundary are just as displaced and have lost just as much but cannot access aid because of the map boundaries which weren’t drawn to facilitate aid, but that’s how it’s being used.",Prioritize recovery themes,Public or private sector responsibility for utilities and infrastructure
437,"Apparently this was being done for the past few years, but it seems the people of California were lied to. So, yes, it would be terrific if all of these things could be done, but I am not feeling very confident in the current admin's ability to do so.",Climate & community resilience,
436,"This will be money wasted on something that people can access through insurance, a plethora of online services/apps.",Emotional & mental health support ,
435,Take the fire debris to the Mesquite landfill. It is owned by the LA County taxpayers. It currently sits empty.,Debris removal & environmental recovery,
434,You have to test our yards and give direction for people who have standing homes about whether they can live safely amongst and near the burned homes.,Debris removal & environmental recovery,
433,Bury the power lines. Put in sidewalks.,Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
431,"We could rethink home insurance entirely. Maybe it should not be managed by private companies, but by a government agencies. Natural disasters ARE different from an individual fire in a resident's home.",Prioritize recovery themes,Public or private sector responsibility for utilities and infrastructure
430,"Bury power lines underground! Prevent damage from the wind every year, and extra wear-and-tear by being exposed to the elements all year long.",Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
429,"Let's bury electrical lines (and internet and other wired infrastructure) underground, to avoid the wires being snapped and sparking in the regular wind storms we have.",Debris removal & environmental recovery,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
428,Practice the preparedness training.  Offer monetary incentives to those who participate and practice the preparedness drills.,Climate & community resilience,Individual or collective responsibility for fire prevention
427,"It was very confusing to receive alerts AFTER I had evacuated, and then to keep receiving them. I received some alerts from a different city (La Canada) too.",Emergency communication,
426,💯 agree with this reply!,Emergency communication,
425,"Renters and homeowners may need real financial assistance, even if they are uninsured or underinsured.",Housing & rebuilding,
423,Practice makes perfect.  There needs to be drills for each neighborhood so people know what to do.,Emergency communication,
422,You have the bury the power lines.,Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
421,The burn map cannot be used to determine eligibility. There are thousands of residents displaced due to smoke/soot/ash damage that are within the 250 yard health advisory boundary of the burn and they aren’t eligible for assistance because they aren’t in the burn area even though they are just as displaced and have lost all their interior contents. We’re being hung out to dry.,Financial & legal assistance,
420,That's terrible!,Financial & legal assistance,
419,"If insurance wants to do any business in the state, they need to provide fire insurance.  However,  if a utility causes the fire, then the utility needs to reimburse the insurance provider.",Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
418,There should always be multiple ways out of a community.  LA Board of Supervisors should not approve developments that have only one way in and out of a canyon.,Emergency planning & community safety,"Making space for more residents, or limiting housing density"
417,City and county planners should have pre-planned and approved site plans so residents can build back better and safer.,Housing & rebuilding,Rebuild quickly or rebuild for resilience
416,We need many more firefighters and they need to be paid for all the time they are working on the fires.,Wildfire prevention prioritization & accountability,
415,Insurance companies leaving the state is scary. Especially those able to drop coverage so quickly!,Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
414,"Streamlining support for small businesses to revitalize neighborhoods, please! Let the fruit carts and taco trucks thrive!",Economic recovery & small business support,
413,"Calls for government ""accountability"" are not helpful; post-event finger pointing and shifting blame keeps us focused in the wrong direction unless there was some egregious or criminal behavior",Wildfire prevention prioritization & accountability,
412,"Build more multi-family dwellings, eliminate the restrictions on duplex and triplex in single family zoning, build more and build everywhere.",Housing & rebuilding,"Making space for more residents, or limiting housing density"
410,"Building methods—


There’s a huge opportunity for LA to rebuild using sustainable fire safe building methods. For the sake of the entire state, proven building methods, using straw bale, hempcrete, etc could be employed to demonstrate that we don’t need to continue in our previously standard methods that burn down so easily and are costing a fortune to insure. 

Let’s think outside the box and not be controlled by monied interests. Let’s promote building practices and accompanying policies that make the insurance companies give major reductions to fire insurance premiums that will last in an increasingly fire prone environment.",Prioritize recovery themes,Rebuild quickly or rebuild for resilience
408,"prepare by using the practice drills used in schools.  There should be surprise drills in all LA neighborhoods so we can work as a community.  Clear instructions, car exits, walking, public buses should be part of these drills.  This will take a large amount of time but we have expertise. The only way to be PREPARED is to work together in our preparation.",Emergency planning & community safety,Individual or collective responsibility for fire prevention
407,"The entire state's infrastructure is falling apart. Why were laws passed to allow a massive increase in housing density with no planning for sewers, roads, power, water etc.   This question is a joke even before the fire.",Infrastructure & utilities restoration,"Making space for more residents, or limiting housing density"
406,"We need better infrastructure but NONE of the items listed above are important. All those infrastructure items are obsolete. With decent Personal Rapid Transit, you don't need roads or sidewalks or street lights. With solar on each building and passive building design, you don't need power lines. With efficient appliances you don't need (many) water lines. Proper local wastewater recycling &  management can get rid of the need for sewer. Don't have big companies control internet. Use mesh networks in everybody's phone.",Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience
405,The Fire Agencies have enough on their plate so Building Code Enforcement should be used to make defensible space around homes mandatory and open spaces are cutback to allow evacuations.  What happened to all the fire breaks that were in place in the 1970 per Prop 13?    Quit spending money on endless social programs and start spending money on safety and quality of life.  Start enforcing laws and arrest criminals.   CA used to be a great place to live now it's a literal dump.,Wildfire prevention prioritization & accountability,Individual or collective responsibility for fire prevention
404,"Quit building structures in places in fire prone areas.  The state and Weiner specifically have gone gun-ho in encouraging building in stupid places and passed laws which leave the local agencies powerless to design their own communities.   The population is barely growing yet there is a housing crisis. First thing OUTLAW Short Term Rental Airbnb's, tax the heck out of second/vacation homes, tax the wealthy so they cannot afford 3 and 4 homes while the rest of us are forced to rent.",Housing & rebuilding,"Rebuild quickly or rebuild for resilience;Making space for more residents, or limiting housing density"
400,Most of the defendable space requirements are already in the munipal code. How about actually enforcing existing code and fining people whose property are a fire hazard to the rest of us.,Climate & community resilience,Individual or collective responsibility for fire prevention
399,"The Electrical Grid is responsible for causing fires. Get rid of it. Generate solar power on buildings. Promote Aptera cars and Personal Rapid Transit which use NO net energy. Zone in passive houses which use 10% of energy of conventional ones. Fund the design of cheaper ways to build them and retrofit existing ones.  Fund the development of low energy, low water appliances. Stop focusing on local issues. LA is the 2nd biggest city in USA. CA is the 4th biggest economy in the world. Develop long term *solutions* for everyone, not just local band-aids.",Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience
398,The agencies Hazard planning as part of the General plans are a joke. Bike lanes and roadway reductions with no plan to evacuate. Most say shelter in place.  Overbuilding and no plan to evacuate.  Big tragedy and then the problem is ignored.,Emergency planning & community safety,"Rebuild quickly or rebuild for resilience;Making space for more residents, or limiting housing density"
397,"Yes, firefighters deserve fair compensation and proper consideration for time off and respite. Additionally, all levels of government—particularly those responsible for approving budgets and policies—should be held accountable for their decisions, without resorting to apologies or the need for new taxes to fix the issues.",Wildfire prevention prioritization & accountability,
395,"We cannot rebuild LA without putting measures in place to mitigate these natural disasters in the future. There will be more fires, flood, earthquakes and no Tsunami's",Climate & community resilience,Rebuild quickly or rebuild for resilience
393,The time to address the above issues is before a disaster.  Ignoring fire hazards then spending money on disaster recovery is a foolish way to solve the issues.   Ask the community why they did not do more to mitigate the fire hazard before the event.,Financial & legal assistance,Individual or collective responsibility for fire prevention
392,"I am very skeptical about how all these insurance companies happened to back out 3 months before these ""wildfires"" happened. I also had issues with State Farm auto insurance around this time.",Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
391,"Failing to properly test and remediate now will lead to serious health consequences in the future and could also negatively impact property values. This process must be prioritized, but it cannot delay the rebuilding timeline.",Debris removal & environmental recovery,Rebuild quickly or rebuild for resilience
389,"Yes, a single centralized website that consolidates all resources, where local cities, counties, and state officials can contribute helpful information and ensure it remains current and accessible.",Emergency communication,
388,"I guess, sounds reasonable.",Debris removal & environmental recovery,
387,Underground authority needs to be given to the County/City so that there is not a statewide/utility/personal property owner fight over where these lines go. The political cost of comprimising will be prohibitively expensive and too slow to make a lasting difference. Reducing future risk of and to infrastructure should be priority #1.,Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
384,"California's insurance system requires a complete overhaul—it is currently more complicated than the tax code. This issue must be addressed in clear, straightforward terms before any funds are allocated. Otherwise, the same problems will arise during the next disaster.",Financial & legal assistance,Public or private sector responsibility for utilities and infrastructure
383,Our fire fighters need better benefits to secure their families futures. It does no good to fund these programs and under pay the people to do this highly dangerous job,Wildfire prevention prioritization & accountability,
382,"Soil, water quality and debris removal would be, in my opinion the preceding essential elements. Open space and habitat restoration is also essential but perhaps can be addressed thereafter.",Debris removal & environmental recovery,
380,expansion of broadband is essential but the data providers took all the ACP money and now thats over,Infrastructure & utilities restoration,
379,"All new construction should be fire-resistant. In times of high threat, we should implement emergency fire-hardening measures and strengthen community preparedness. Additionally, we need to invest in advanced fire suppression technologies and improve our infrastructure to better protect our communities.",Climate & community resilience,Rebuild quickly or rebuild for resilience;Individual or collective responsibility for fire prevention
378,"There are many resources available to address trauma support, but what the public needs right now is tangible rebuilding assistance and services. Providing these will have a lasting positive impact on their mental health in the long term.",Emotional & mental health support ,
376,"Well planned evacuation routes and keeping communities in high risk areas apprised to these routes and what to do in the event of, is essential.",Emergency planning & community safety,
375,"It is understood that warning systems, evacuation routes, and inter-agency coordination are in place; however, these measures were not followed when they were most needed.",Emergency planning & community safety,
372,"Yes, grants to business owners who lost everything is essential as they are an essential part of any community and keep the communities running.",Economic recovery & small business support,
370,"These initiatives should be incentivized to encourage participation, and the public should be educated about their benefits and importance. However, making them mandatory may not be the best approach, as it could lead to resistance or unintended consequences. Instead, fostering voluntary engagement through positive reinforcement would likely yield better long-term outcomes.",Climate & community resilience,Individual or collective responsibility for fire prevention
369,"This is important, but it should be guided by a well-thought-out strategic plan, accompanied by clear performance indicators and milestones. This will help ensure that resources are spent effectively and that we achieve tangible results, rather than investing in efforts with no measurable impact, as we've seen with some of our homeless initiatives.",Economic recovery & small business support,
368,Perhaps aid can be giving to homeowners who offer their ADU's as interim housing for those displaced in the fires?,Housing & rebuilding,
367,Minimize unnecessary bureaucratic obstacles in California while maintaining the integrity of the building process.,Housing & rebuilding,Rebuild quickly or rebuild for resilience
366,"I do believe it in our best interest to keep firefighters and first responders fully funded and staffed as well as funds for them for medical issues arising out of their line of work that can be so dangerous. However this fire does not seem natural to me at all. A full investigation must be pursued to determine how and why this happened, whether or not it was nature or of human doing.",Wildfire prevention prioritization & accountability,
365,The state needs to plan for car-free evacuation options for every community. Cars are not a reliable way to get out of a canyon when a fire is coming. Run public shuttles or give people ebikes.,Emergency planning & community safety,"Making space for more residents, or limiting housing density"
364,The state needs to be purchasing land from homeowners or doing parcel swaps to get people out of the WUI.,Wildfire prevention prioritization & accountability,Rebuild quickly or rebuild for resilience;Individual or collective responsibility for fire prevention
363,"This needs to be improved, and modernized. AI needs to be a part of it and it needs to be HYPER local (block by block specific). Also, an audit of the failings needs to be conducted.",Emergency planning & community safety,
362,This is the most important one.,Climate & community resilience,
361,"This was done so poorly. The false alerts. An audit and then an update of this system must be done ASAP, before the big one or any other emergency.",Emergency communication,
360,The economic penalty must be severe so that utilities. invest in prevention.,Wildfire prevention prioritization & accountability,Public or private sector responsibility for utilities and infrastructure
359,Utilities need to move fast. Should be incentivized with a reduced lawsuit if they move fast.,Infrastructure & utilities restoration,Rebuild quickly or rebuild for resilience;Public or private sector responsibility for utilities and infrastructure
358,Emergency messaging needs to come from ONE place not various sources. Also ONE press conference for weather warnings.,Emergency communication,
357,"Needs to be expedited, Phase 2 is only 3% done.",Debris removal & environmental recovery,Rebuild quickly or rebuild for resilience
356,This is very needed.,Economic recovery & small business support,
355,"By the time this is done, the homes will be rebuilt.",Housing & rebuilding,
354,"Restaurants and small businesses everywhere in LA, not just the burn zones, need help.",Economic recovery & small business support,
